document,summary,id
"Mr Cook's salary rose to $2m (Â£1.3m) from $1.4m, and his total remuneration more than doubled to $9.2m in 2014.
The base salaries for other executives were also increased by over 14% to $1m, the company said in its annual report.
Apple's New York-listed shares had hit a record high last year, while almost 40m iPhones were sold.
The increase to Mr Cook's salary was the first since November 2011. He became chief executive in August that year following the death of Steve Jobs.
In the report, Apple said the increases were given after reviewing data provided by its independent compensation consultant about the arrangements of its competitors.
The executive team's bonuses were also increased to a maximum of 400% of the member's salary.
In November, Apple was worth more than $700bn after its stock hit a record high of $119.75. The stock was trading at $112.29 in New York on Friday, valuing the company at $658bn.
Angela Ahrendts, the former Burberry chief executive who joined Apple last year in the newly created role of senior vice-president, retail and online stores, was awarded a bumper package worth just over $73m (Â£48.6m).
The total included share options worth $37m to compensate for those she lost by leaving Burberry, along with $33m given as a ""golden hello"".
Ahrendts' base salary was $1m, and she was also paid a $1.6m cash bonus and a hiring bonus of $500,000.
Total compensation for Luca Maestri, Apple's chief financial officer, topped $14m - also exceeding Mr Cook by a substantial margin.
However, Mr Cook was awarded a pay package worth $378m when he took the top job - mostly comprised of share options that he will receive in 2016 and 2021.
Meanwhile, Apple said that Millard ""Mickey"" Drexler, who has been a director on its board since 1999, will step down in March.
The former boss of Gap and chief executive of J Crew was a close ally of Mr Jobs and was credited with Apple's push into opening its own retail stores.
Drexler's replacement has not yet been announced.","The base salary of Apple chief executive Tim Cook was increased by almost 43% in February last year, according to the technology giant.",30945375
"Jamie Vardy opened the scoring for Leicester from close range after Ritchie De Laet's cross.
Matt Kilgallon headed in an equaliser before the break for his first goal in Blackburn colours.
Leicester's last win at Ewood Park in all competitions came in the Premier League in May 1997. Blackburn have won five of the last seven home meetings against the Foxes, drawing the other two.
Leicester are 15 points clear of third-placed Derby County.
The Foxes went into the match seven points clear at the top of the table, with a game in hand, and are now unbeaten in 17 Championship games, winning 13 of them.
They boast the best away record in the division, with 11 wins from 18, while Blackburn had lost their last two home matches to lose pace with the play-off chasing pack.
Burnley's win at Charlton moves them to just five points off the leaders but Leicester are still 15 points ahead of third-placed Derby as they look to secure promotion to the Premier League.
The Foxes looked like continuing their good form on their travels as Vardy tapped in an opener from close-range, following De Laet's cross.
Jordan Rhodes was denied an instant leveller by Kasper Schmeichel's one-handed save, before the striker had a penalty appeal turned down following a challenge by De Laet.
The equaliser did come just before half-time though when Kilgallon met Craig Conway's corner to head home.
Blackburn almost took the lead soon after the restart but Rudy Gestede's goal-bound header was blocked on the line by Rhodes, before Vardy hit a post for Leicester after rounding goalkeeper Paul Robinson.
Blackburn manager Gary Bowyer:
""I thought we were excellent. They're a top team with a top manager and we've gone toe-to-toe and had a right good go.
""It's certainly one of the better performances this season.
""There haven't been too many performances where we haven't competed, but against the league leaders we've got to be pleased with that. But we can't rest on our laurels now.""
Leicester assistant manager Craig Shakespeare:
""I think we had the best clear-cut chances in the game but I think if we'd taken all three [points], with Blackburn's performance, they'd have been disappointed not to take something out of it.
""They gave us as good a game as we've had all season. At the start of the second half they were on top but we probably shaded it in terms of the best chances.
""As you get to what people call the business end of the season, we have to see it as a point gained.""",Championship leaders Leicester City were denied a fifth straight league win by Blackburn Rovers at Ewood Park as the gap at the top was closed to five points by second-placed Burnley.,26588906
"Speaking on his Radio 2 breakfast show earlier, he said he had texted Jeremy Clarkson, Richard Hammond and James May before the announcement was made.
Hammond, he said, had wished him good luck and gave assurances he ""didn't blame him"" for taking the job.
Evans also said there will ""absolutely"" be a woman in the new Top Gear line-up.
But he said he would not have a female co-presenter just ""for the sake of it"".
""I want to have people who are extremely knowledgeable about cars... people who have great energy, good timing... who are keen to do things differently,"" he told Radio 5 live.
The BBC has yet to confirm the rest of the Top Gear line-up - but Formula 1 presenter Suzi Perry featured prominently in the audience of Evans' TV show TFI Friday last week.
In his first remarks about the Top Gear job, broadcast on Radio 2 at 08:15 BST, Evans said Clarkson had also wished him ""the best of luck"".
Clarkson ""then gave me a piece of advice which I'm not going to repeat on the radio"", the broadcaster told his listeners.
Clarkson's contract was not renewed by the BBC after he punched a Top Gear producer in March.
Evans, a noted car enthusiast, had previously ruled himself out of becoming taking over the show.
Evans said he had wanted Top Gear to carry on with Hammond and May and had not wanted to ""contaminate the situation"" by throwing his hat in the ring.
""Whenever I said 'I categorically rule myself out of running for office', it was because I didn't want to be a pawn in a chess game involving three of my friends.""
The situation changed this week, he explained, with Hammond and May confirming they would not continue on the programme in Clarkson's absence.
This led to a conversation with Mark Linsey, the BBC's controller of entertainment commissioning, and an offer he felt he had to accept.
Top Gear, said Evans, was ""the biggest television show in the world"" and his ""favourite television show of all time"".
""I love producing TV... and so I said yes,"" continued the former TFI Friday host, who will lead an as yet unconfirmed line-up of new presenters.
Hammond, Evans went on, had told him he was ""designed and built"" for the Top Gear job and that his hiring was ""always the BBC's very best option"".
Evans also hinted obliquely that James May may play some role on the programme in future.
""We're going to meet up today and tomorrow and talk about things and who knows what might happen there.""
Evans has signed a three-year deal to host and produce the BBC Two show, one of the corporation's most popular international exports.
It is watched by 350 million viewers worldwide, with overseas sales worth an estimated Â£50m a year.
Evans has also received the backing of Chris Goffey, who co-hosted Top Gear in the 1980s and 1990s.
The broadcaster, Goffey told BBC Breakfast, was ""the obvious choice"", asking: ""Who else in TV is really clued-up about the cars and has got a persona to match Jeremy's?""
Speaking to Radio 5 live on Wednesday, Evans said he had started formulating ideas for the show on Saturday, adding they involved ""evolution, not revolution"".
""The films have got to stay there,"" he said of the elaborate film sequences that were a feature of the Clarkson era. ""They're a crucial part of what Top Gear is.
""We'll look at what we have to put in, what we need to put in, and then we'll see what we might want to put in,"" he continued.
""The first thing I'm going to do is sit down [with the Top Gear production team] and say, 'tell me what you know.'""
In addition to confirming ""100 percent"" that a woman would feature on the new presenting line-up, Evans said the popular Star in a Reasonably Priced Car segment would remain a Top Gear staple.
But he said it would change and that ""bells and whistles"" would be added.
Top Gear, he went on, was ""a fantastic programme"" that was ""so rock solid"" and had ""always been brilliant"".
""I've never seen a bad Top Gear,"" he told Nicky Campbell. ""They don't exist.""
Evans also reiterated his earlier stated intention that he hoped to remain as host of Radio 2's breakfast show.","Chris Evans has revealed he has received the blessing of Top Gear's former hosts, after it was announced he would be taking over the BBC show.",33162666
"Schmidt opted to select Jackson, 24, as opposed to Ian Madigan, to replace injured Johnny Sexton in Saturday's first Test in Cape Town.
""Paddy did some super stuff,"" said the Ireland coach after the 26-20 win.
""He controlled the first 20 minutes of the game. We actually built our confidence through that period.""
Ireland clinched their historic victory despite having South African-born flanker CJ Stander red-carded in the first half after he knocked Springboks fly-half Patrick Lambie unconscious following a flying charge-down attempt.
The impressive Jared Payne's touchdown helped Ireland take an early 10-3 lead and while Jackson did gift Pieter-Steph du Toit an intercept try, Jackson's late penalty sealed the visitors' triumph.
Schmidt felt Stander's dismissal was ""very, very harsh"" but French referee Mathieu Raynal's decision will mean Irish rugby fans will look upon Saturday's result as one of the best in the country's history.
""It's pretty hard to put into words really. I thought it was an incredible collective effort,"" added the Ireland coach.
""The nine minutes before half-time when we were down to 13 players, to just put them out in the corner, just to scramble and work as hard as the players did to keep them out.
""For the players, I think they can be incredibly proud of the effort they put in.""
Captain Rory Best made no attempt to downplay the significance of the win.
""What a way to make history, by having to do something special,"" said the Irish skipper, 33.
""For us, it was about the way we stood up.
""It was really tough. You can see why no Irish team has ever won here before, so to win with a man down took a lot of character. It is a very special day for us.""
Man of the match Devin Toner praised new defence coach Andy Farrell's input into Ireland's stunning victory.
""He has added a new dimension,"" Toner said.
""We're getting off the line, we're trying to put hits in and thankfully it came off today.
New South Africa coach Allister Coetzee said his team had been ""poor"" and must improve for the remaining Tests in the series over the next two weekends.
""It is a disappointing performance and a result,"" said Coetzee.
""It is hurting, it's not an ideal start but as a collective we take responsibility for that.
""We must also give the Irish credit. They were outstanding with 14 men. No excuses. We understand we have to fix it.""",Ireland coach Joe Schmidt hailed Paddy Jackson's display as the fly-half's 16 points helped the 14-man visitors earn a first Test win in South Africa.,36509326
"The extra day off - Japan now has 16 public holidays a year - became law in 2014 but is just taking effect.
The campaign to have a Mountain Day was a longstanding cause for hiking and mountain-related groups, who wanted to celebrate Japan's terrain and its connection to the nation's geography and culture.
Japan also likes to have something specific to celebrate on each public holiday, such as Greenery Day in May, Marine Day in July and Respect for the Aged Day in September, though most people treat them as just another day off.
Because the kanji (Chinese characters used in written Japanese) for ""eight"", å…«, looks a bit like the sides of a mountain.
Also ""11"" looks a bit like two trees, say some. Many municipalities had also already designated the date as one to celebrate mountains and, unusually, there were no other public holidays in August.
Japan's dramatic landscapes is scattered with volcanoes, earthquakes and hot springs, caused by the smashing of tectonic plates.
The country's many peaks are more than just geographical features. They also explain Japan's densely packed cities - squeezed into the flat land near the sea, and, observers say, the culture that has arisen there.
Despite this extreme urbanisation, many Japanese people see themselves as more in touch with nature than people in many other developed nations.
Not exactly. While hill-walking is popular, especially with senior citizens, an admittedly small survey by the Japan Weather Association found that nearly a third of those they asked had not even heard of the new holiday.
Nearly 10% were thinking about a trip to the mountains though - not such a bad idea in the notorious heat of the cities in August. Those that do have been advised to go properly equipped and keep an eye on weather forecasts.
Japan now has more official days off than any other member of the Group of Eight (G8) world powers. It also has a problem with people working excessive hours and not claiming all the leave they are owed, which has been blamed for weak consumer demand - and even for Japan's low birth rate.
It is hoped public holidays encourage people to take longer vacations - you only need to take a few days off to join them with weekends to get a proper break - and spend money in the process.
The Japan Times suggests the new holiday will be responsible for a possible extra 820bn yen ($8bn; Â£6bn) in spending, including a jump in sales of camping gear.
Any effect on the birth rate is less clear, though families are probably grateful for more time together.","Japan is marking Mountain Day on Thursday, the latest addition to its extensive public holiday calendar.",37030868
"Rival Boeing says it could pave the way for the US to seek up to $10bn (Â£8bn) in annual retaliatory tariffs.
It follows years of accusations between the two aerospace giants that each received state funding.
The WTO is yet to rule on a similar EU complaint that Boeing benefits from billions of dollars in tax breaks.
Washington responded to the ruling by calling for an immediate halt for EU subsidies to support US jobs.
Meanwhile Airbus said it would appeal the judgment and the EU said it found some of the findings ""unsatisfactory"".
Analysis: Andrew Walker, BBC economics correspondent
There are two suppliers of large civil aircraft: Boeing in the US and Airbus in Europe.
The EU and the US have both taken complaints to the WTO about subsidies supplied by the other.
At the smaller end of the market segment there are other suppliers, and certainly the potential for more from China and Russia, for example, in the future - which could well involve state subsidies that eventually end up in front of a WTO dispute settlement panel.
For now, though the big stuff is a duopoly. There are two players with state backing, according to WTO judgements. For the rest of the world that is pretty good news.
It ensures there is at least some competition. And without the subsidies, a large plane could well be even more expensive.
It is the latest of a series of tit-for-tat transatlantic complaints about aircraft subsidies that make up the world's largest and longest-running trade dispute, which has so far been bitterly battled out over 12 years.
In June 2011, the WTO found that the EU and four of its member countries provided billions of dollars in subsidised financing to Airbus.
While the EU subsequently claimed to have come into compliance, the US disagreed and requested that a compliance panel intervene.
The compliance panel has now ruled that the EU failed to comply with all but two of 36 earlier rulings to cut back subsidies European governments provided to Airbus.
The loans were a ""genuine and substantial"" cause of significant lost sales for Boeing, the WTO said.
The EU had argued that the most recent Airbus jet, the A350, fell outside the case, but that was rejected by the WTO which said funding for the jet had been subsidised.
However it rejected US claims that it fell into the most serious category of ""prohibited"" aid.
The WTO has also issued rulings over the years saying that Boeing was the recipient of banned federal and state support.
Dennis Muilenburg, Boeing chairman, said: ""Today's ruling finally holds the EU and Airbus to account for their flouting of global trade rules.""
""This long-awaited decision is a victory for fair trade worldwide and for US aerospace workers, in particular.""
US Trade Representative Michael Froman said the panel's finding was ""a sweeping victory for the United States and its aerospace workers"".
He called on the EU, Germany, France, the United Kingdom and Spain ""to respect WTO rules"".
""We call on them to end subsidised financing of Airbus immediately,'' he said.
In response, the EU said: ""There are certain findings of the panel that we consider to be unsatisfactory. We are closely analysing the report.""
It said the findings should be read in the context of two other reports expected to address US subsidies in coming months.
Airbus said it mostly conformed with its global trade commitments and would appeal.
""We only needed to make limited changes in European policies and practices to comply,"" it said in a statement.
""We will address the few still remaining points indicated by the report in our appeal,"" Airbus said.
Both the EU and the United States have the right to appeal against the ruling.","The EU has failed to comply with rulings that it should cut subsidies to aircraft maker Airbus, the World Trade Organisation has ruled.",37444780
"Since this full moon occurs in September it is known as the ""harvest moon.""  This is because it is the full moon closest to the autumnal equinox of 22 September.
It coincided with a minor, penumbral lunar eclipse for many people in Asia and Africa. That won't happen again until 2024.
Here are a selection of pictures from social media users taken in the last 24 hours.
Compiled by Rozina Sini, BBC's UGC and Social News Team","Photographers and astronomers around the world have been taking pictures of the Harvest moon, a moon that is bigger and brighter than usual due to its close proximity to earth.",37395697
"The officer has also been suspended from duty while it is understood the prisoner has been moved to an isolation unit within the jail.
He and the officer had both been working in the prison kitchens.
The BBC has learned the police were called in after a covert intelligence operation by the prison authorities.
They had become concerned that the pair had formed an inappropriate relationship.
The officer was arrested and is facing a charge of gross misconduct in public office.
The prisoner involved is Robert Young from Portadown.
He was jailed in 2005 for the murder of drug dealer Jim Johnston outside his home at Crawfordsburn in County Down.
Jailing Young for a minimum of 22 years, the judge at that time said he had shown ""supreme indifference"" to both the murder and his conviction.
He said Young, now 51, was guilty of a ""cold-blooded, callous murder"".
In a statement, the Department of Justice said: ""NI Prison Service can confirm that a member of staff has been suspended following an internal investigation.
""This is now a matter for the PSNI and it would be inappropriate to comment further.""",A female officer at Maghaberry Prison has been arrested over an alleged sexual affair with a convicted loyalist killer.,35324167
"Mark Stephens, 44, attacked Rita Stephens, 67, at their home in Pencoed on 19 June 2015 after a drinking session when she criticised the way he ran the family furniture firm.
He told Swansea Crown Court he ""snapped"" after an argument over business debts.
He was found guilty of murder and sentenced to a minimum of 20 years.
The court was told Ms Stephens had 38 wounds and prosecutor Roger Thomas QC described the murder as ""vicious and brutal"".
""Mrs Stephens was a widow, a small, frail lady,"" he said.
""He claims to have little or no recollection at all of what happened after coming home, falling asleep and hearing his mother say 'get out'.
""There was no respect for his mother, dead or alive, and no thought for other members of his family.""
Stephens told his family his mother was ""sick in the toilet"" when they phoned to check on her.
He told the court: ""In my head I'm thinking 'I've lost everything because of you' and I stood up and we grappled and I snapped.""
Stephens admitted manslaughter but denied murder.
Mr Justice David Holgate said: ""You have shown only self pity for the situation you have found yourself in.
""From your evidence in court it's plain you still show no remorse at all for having killed your mother.""
A statement from Ms Stephens' family said: ""Rita was our mother, mother-in-law, grandmother, sister and aunt.
""She was a matriarch of the family and we will not allow the tragedy that has befallen us to break our family spirit. The family are united in grief for the loss of a beautiful person.""",A man has been jailed for life after stabbing his mother to death with a carving knife in Bridgend county.,36082784
"The video published by Time Out London on Facebook shows diners attempting to burst their Xiao Long Bao (little basket buns), and throw out the soup.
Originating in China, Xiao Long Bao have a passionate foodie fan following.
Many point out the traditional way is to suck out the soup and eat the dumplings. Time Out said it burst them in order to show the soup inside.
The steaming hot broth is, for many, the most prized part of each Xiao Long Bao.
""Love popping spots and eating dumplings? Combine the two with exploding soup dumplings,"" Time Out London says in a post on how to eat dumplings served at a restaurant in London.
""They're super dribbly and also very satisfying to watch,"" the video adds, showing several dumplings being broken with chopsticks.
Characterised by its translucent skin, each dumpling is filled with juicy minced pork and broth and eaten with ginger strips and vinegar.
Popular in many Asian countries, its Taiwanese version has earned a Michelin star.
The video has been widely panned by food lovers on Facebook, many of whom criticised the ""lack of education"" that went into filming.
""The entire video was one big blasphemy. I'm screaming internally and not in an excited way,"" said Kenneth Ting. ""That is not how you eat Xiao Long Bao. It's a complete waste of something so good.""
""This video is giving me anxiety because you are definitely not supposed to squeeze the soup out of them or 'explode' them as you crudely put it,"" said Christina Chan in a Facebook comment that drew more than 1,000 likes.
""My traditional food is not here just for your next cool trend.""
Cyclone Debbie: Saturated cockatoo in photo dies
The 'most normal town in England'
French artist turns into a chicken
Similar anger was expressed by other users who watched the video, like Singaporean Jasmine Tan. She wrote: ""Watching you waste all that soup is akin to someone getting fish and chips and peeling the batter off.""
""This is not 'hip' or cool. Just eat it right and stop wasting the best part: [the soup],"" said Casey Pardue.
Contacted by BBC News, Time Out London said: ""We love nothing more than discovering and celebrating incredible food from around the world.
""We burst soup dumplings to show people in our video the delicious soup that was inside them, so they could enjoy the visual treat of the broth that is tasted but not seen.
""Later on, you see the journalist biting into the unburst dumpling and enjoying the 'explosion' on her taste buds.""
Brian Chow commenting on the Facebook page offered proper instructions on how to eat Xiao Long Bao.
""The soup inside is not supposed to 'explode' in your bowl but in your mouth,"" he explained, noting that these special dumplings were ""usually more expensive than normal dumplings"" because of the extra effort it takes to put the soup inside.
Singaporean food blogger Leslie Tay agrees the video just didn't strike the right tone.
""Soup is the key component of this dumpling,"" he told BBC News.
""There are many ways of eating Xiao Long Bao, so there is really no fixed way to enjoy it. But you shouldn't play with it like that. It is simply not showing respect to the expertise of the chefs who created it.""
""Just like Japanese sushi chefs, it takes a lot of skill to create Xiao Long Bao,"" he said.
Dr Tay also said that it was probably ""just a way of trying to grab attention"".
Reporting by the BBC's Heather Chen.","Asian food lovers are fuming over a video they say ""manhandles"" traditional soup dumplings.",39440174
"In 2015, 8.9m viewers watched the race on Channel 4, with more than 600m TV viewers tuning in worldwide.
Channel 4's head of TV events Ed Havard said: ""The 17.15 slot follows the results round-up on BBC Radio 5 live, providing fans with the opportunity to listen on their journeys home.""
The race is on Saturday, 9 April.
Havard added that the move ""will place the National as the fitting climax of the three-day festival"", which starts on Thursday, 7 April at the Liverpool racecourse.
Head of BBC Radio Sport Richard Burgess said: ""We look forward to providing extensive build-up and uninterrupted commentary on BBC Radio 5 Live of the Grand National in its new time slot.
""We'll also have plenty of time for reaction after the race, with our correspondent Cornelius Lysaght leading the BBC team at Aintree.""
John Baker, Regional Director of the Jockey Club North West, called it an ""extremely positive step forward for the 'People's Race', adding: ""This is a positive move for the Crabbie's Grand National and we're excited about the possibility of showcasing the greatest chase in the world to a wider national and global audience.""
A handicap hurdle for conditional and amateur jockeys will now be the only race which will follow the National, at 18.10 BST.","The 2016 Grand National at Aintree will start an hour later than in previous years, at 17:15 BST, to give fans a better opportunity to watch the race.",34972322
"Trainor was best-known for playing the mother, Irene Walsh, in The Goonies, and police psychiatrist Dr Stephanie Woods in all four Lethal Weapon movies.
She was married to director Robert Zemeckis for 20 years and appeared in several of his films including Forrest Gump and Back to the Future Part II.
She died last month of complications from pancreatic cancer.
Trainor began her Hollywood career as a producer's assistant on movies including Steven Spielberg's 1979 film 1941, which Zemeckis wrote.
The pair married the following year and Zemeckis cast his wife as the kidnapped sister of Kathleen Turner's character in 1984's Romancing the Stone.
She went on to win parts in other classic 1980s movies like Die Hard, Scrooged and Ghostbusters II.
On TV, she had regular roles in sitcom Parker Lewis Can't Lose and the dramas Relativity and Roswell.
Lucasfilm president Kathleen Kennedy, a lifelong friend, said: ""Mare and I have been close since our days together as college roommates, and she even provided the introduction to Steven Spielberg that jumpstarted my career.
""She was a great actress, warm friend and generous spirit.""","Actress Mary Ellen Trainor, who starred in films like The Goonies and Lethal Weapon, has died at the age of 62.",33060855
"Brominated vegetable oil, or BVO, is found in Coca-Cola fruit and sports drinks such as Fanta and Powerade.
Rival Pepsi removed the chemical from its Gatorade sports drink last year.
In Japan and the European Union, the use of BVO as a food additive is not allowed.
Pepsi has a plan to remove the ingredient from its entire product portfolio.
It uses BVO in its Mountain Dew and Amp Energy drinks sold in the US.
BVO has been used as a stabiliser in fruit-flavoured drinks as it helps to prevent ingredients from separating.
According to medical researchers at the Mayo Clinic, excessive consumption of soft drinks containing BVO has been linked to negative health effects, including reports of memory loss and skin and nerve problems.
BVO was dropped from the US Food and Drug Administration's ""Generally Recognised as Safe"" list of food ingredients in 1970.
However, drinks companies in the US are allowed to use BVO at up to 15 parts per million.
Coca-Cola spokesman Josh Gold stressed the move to remove BVO was not an issue of safety.
""All of our beverages, including those with BVO, are safe and always have been - and comply with all regulations in the countries where they are sold,"" he said in a statement.
""The safety and quality of our products is our highest priority.""
Coca-Cola said it would switch to using sucrose acetate isobutyrate or glycerol ester of rosin, which is commonly found in chewing gum.
The Atlanta-based company said two flavours of its Powerade sports drink - fruit punch and strawberry lemonade - have already replaced BVO with glycerol ester of rosin.
Coca-Cola said that BVO was not used in many nations other than the US, but it would be removed from products in Canada and Latin America.
Coca-Cola's decision to remove BVO from its drink reflects a growing move among companies to reconsider certain practices due to public pressure.
The campaign against the use of BVO was begun by Sarah Kavanagh, a teenager from Mississippi, who questioned why the ingredient was being used in drinks targeted at health-conscious athletes.
Thousands of people have since signed her online petition on Change.org to have BVO removed from drinks.
Following Monday's announcement by Coca-Cola and Pepsi, Ms Kavanagh was quoted as saying: ""It's really good to know that companies, especially big companies, are listening to consumers.''","The world's largest beverage-maker, Coca-Cola, plans to remove a controversial ingredient from some of its US drinks brands by the end of this year, following an online petition.",27289259
"Earlier reports said a decision to call for removal had already been made.
There are concerns that the implants supplied by Poly Implant Prothese (PIP) carry potential health risks, according to the newspaper, Liberation.
PIP was found last year to have used a non-authorised silicone gel that caused abnormally high implant rupture rates.
The French government has formed a special committee to look at the issue.
""We have to remove all these implants,"" Dr Laurent Lantieri, a plastic surgeon on the committee, told Liberation. ""We're facing a health crisis, linked to a fraud.""
Government spokeswoman Valerie Pecresse told French television that a plan of action would be unveiled later this week.
""All women who have PIP implants should return to see their surgeons urgently,"" she added. But a health ministry official said there was no immediate health risk.
Investigations by the French Society of Plastic Surgeons last year found that PIP implants had a higher rate of rupture than other implants and that the silicone in them was not meant for medical use.
PIP went into administration last year and the use of its implants was banned.
Police have received 2,000 complaints from women who received the implants and have opened a criminal investigation into the firm, the AFP news agency reports.
Since the defects were discovered, 523 implants have been removed, according to the Le Monde newspaper.
Eight cases of cancer had so far been reported in patients with PIP implants, France's Director General for Health, Jean-Yves Grall, told Liberation. A ninth patient in Gers died of cancer last year.
But the head of France's National Cancer Institute, Dominique Maraninchi, said last week the cases were not necessarily linked to faulty implants.
Mr Grall added that all costs related to the removal of the implants would be reimbursed, although it is not clear if this will extend to paying for replacement implants.
PIP implants were among the cheapest available, and were also exported outside France. It is thought that as many as 40,000 British women may have them.","French authorities say they will decide this week whether to ask 30,000 women given a potentially defective type of breast implant to have them removed.",16264974
"Shaun Whiter and friend Joey Abbs were struck by the car as they changed a tyre near Newmarket on 1 July 2016.
Mr Whiter had to have both legs amputated and Mr Abbs was seriously hurt.
Mr Whiter says he still wants his legs back but is determined to ""focus on the positives"" like marrying Charlotte Way.
Before the accident, he was playing for Newmarket Town FC and Mr Abbs was in the Soham squad.
Within days of his operation however Mr Whiter, 28, had vowed to ""walk down the aisle"" with Ms Way.
He took his life-changing injuries well on the face of it, throwing himself into rehabilitation, and expressing hopes to take part in the 2020 Paralympics.
But losing both legs beneath the knee is not plain sailing and ""I cry a lot"", he said.
He had gone out that night specifically to help Mr Abbs change the flat tyre on his car when they were both struck by the vehicle.
The driver, Jan Adamec, 40, from Haverhill, failed to stop at the scene and ""left us there to die"" Mr Abbs, now 32, said.
Seriously injured himself, he recalls hobbling to his friend and holding his hand as they waited for paramedics.
""It was obviously bad. The pool of blood on the floor was unbelievable,"" he said.
""Shaun said, 'How can he just leave us here?'""
A year on, Mr Whiter is looking to the future.
""The dream would be to have children,"" he said.
He wants to be able to ""walk to the park"" and, despite facing two more years' rehabilitation, still has sporting ambitions.
""I would like to have a crack... but the main thing is to get married, have a family, and then see where it goes from there,"" he said.
Ms Way has ""been there every single day"", he said.
""Visually, people can see what's going on - they can see the legs - but Charlotte is there mentally, by my side,"" he added.
There is ""bitterness"", he admits, but ""it's over and done with - you've got to move on"".
Mr Abbs is back in training but the mental scars remain, and he has had time off work and is on medication.
""Even though I know it wasn't my fault I still feel that if I hadn't called Shaun, he wouldn't be in this position,"" he said.
However, Mr Whiter said he is determined to see the ""positives"".
""I do wake up some days and wish I could get up normally, but now I have to... put these [prosthetic] legs on.
""But, I've had amazing opportunities that would never have happened had that not happened.
""I'm the first to admit I want my legs back... but I've got to deal with it.""
During the past year he has taken part in charity events, raising money for the air ambulance.
""For now, I'm going to take every challenge and every day and see where it goes,"" he said.
The hit-and-run driver Jan Adamec was jailed for three years and four months last September, after admitting two counts of causing serious injury by dangerous driving.","A footballer who had to have his legs amputated after a hit-and-run driver hit him, admits he ""would not be here"" without the support of his fiancee.",40454866
"Jennifer Burns, from Gauldry in Fife, took £950 from the bank account of 91-year-old Dr Alexina McWhinnie.
Dr McWhinnie was a renowned social researcher in assisted conception at Dundee University until her retirement.
At Dundee Sheriff Court, Burns admitted two charges of theft between 15 November and 14 December last year and will be sentenced next month.
Burns targeted Dr McWhinnie - who received an MBE from Prince Charles for her work - after she gave Burns her bank card and PIN number to withdraw cash on her behalf.
Dr McWhinnie told the court: ""If you can't trust the people who look after you, then who can you trust?""
Fiscal depute John Adams told the court: ""The complainer is a 91-year-old female whose family employs care services to assist her.
""On December 19 her son came to stay with her in the run up to Christmas and was checking her bank records when he realised something had gone awry. They reconciled this with information from the care firm and it was realised the accused had been the person there on the relevant dates.""
Defence solicitor Scott Norrie said: ""She (Burns) had accumulated a debt of £2,000 during a previous relationship that subsequently broke down.
""She had a reasonable relationship with the complainer and they got on well. She saw the opportunity to clear some of those debts and abused the trust of this lady.
""She lost her job as a result - but living with her parents continued to put up the pretence of having a job, leaving for work each morning and coming back at night. She is utterly ashamed of her actions.""
Dr McWhinnie said she was ""foolish"" to give her bank card and PIN to Burns.
She said: ""I foolishly asked her on one occasion if she would mind going to the cash machine for me as I struggle to get down there. I didn't realise straight away but somehow she must have been able to use my card over the next month.""
Dr McWhinnie said she contacted police after she noticed a large sum of money was missing from her account.
She added: ""She took advantage of my trust and it left me shattered. I felt as if I'd been cheated and it made me realise how vulnerable I am.""","A carer has admitted stealing nearly £1,000 from a retired doctor she was supposed to be looking after.",32898158
"Bridgend's Madeleine Moon, who sits on the House of Commons Defence Committee, told BBC Wales there were not enough pilots, engineers or navigators to sustain a large air campaign.
She said: ""The first question we should ask isn't 'should we do it?' It's 'can we do it?'""
The Ministry of Defence said the RAF could sustain the campaign.
Parliament voted in favour of carrying out air strikes on Islamic State targets in Syria last week.
Ms Moon will travel to Iraq in the new year with other members of the defence committee as part of a review into the fight against IS.
Speaking on the BBC's Sunday Politics show, she said: ""We have a lack of pilots, we have a lack of engineers and we have a lack of navigators to actually get the planes in the air.
""People talk about the Typhoons (fighter jets) but the Typhoon can't carry the Brimstone missile which the Americans are so keen to utilise.""
The UK has been carrying out air strikes against IS fighters in Iraq since 2013 and according to Ms Moon, 30% of the ground occupied by IS has been won back.
But she has concerns the other 70% is now being discounted as attention turns to Syria.
She said: ""We made that same mistake in the past. We were in Afghanistan and in 2001 we went into Iraq and we divided our forces; we split our capability.
""Since then we've had a 30% cut in our armed forces and our armed capabilities and yet we're still thinking we can fight on two fronts. And for me that's not acceptable.""
An MoD spokesman said: ""The prime minister has already indicated we face a long and challenging campaign against Daesh.
""The RAF has the equipment, skills and personnel to sustain the campaign and will continue to deliver success for as long as it takes.
""Since parliament voted to extend air strikes into Syria, RAF deployment of Typhoons and Tornados has doubled the number of British fighter jets taking the fight to Daesh. The UK is part of a wider international coalition, whose forces have now damaged more than 13,500 targets and taken 30% of Daesh's territory.""",A MP has questioned whether the RAF has the capability to attack so-called Islamic State in both Syria and Iraq.,35087511
